lncRNA ,disease,lncRNA ,disease,yucelabel,0_gailv,1_gailv,,PMID
79,1535,CCAT1,Pancreatic Intraductal Neoplasms,1,0.168487668,0.831512332,,
391,1535,NEAT1,Pancreatic Intraductal Neoplasms,1,0.171245754,0.828754246,,
824,1535,TUG1,Pancreatic Intraductal Neoplasms,1,0.174674273,0.825325727,,
190,1535,IGF2-AS,Pancreatic Intraductal Neoplasms,1,0.186006546,0.813993454,,
35,1535,AFAP1-AS1,Pancreatic Intraductal Neoplasms,1,0.192451894,0.807548106,,
58,1535,BALR-2,Pancreatic Intraductal Neoplasms,1,0.194433749,0.805566251,,
421,1535,PICSAR,Pancreatic Intraductal Neoplasms,1,0.195059776,0.804940224,,
172,1535,HCP5,Pancreatic Intraductal Neoplasms,1,0.200102687,0.799897313,,
163,1536,H19,"Lymphoma, Large-Cell, Immunoblastic",1,0.119572461,0.880427539,,
355,1536,MALAT1,"Lymphoma, Large-Cell, Immunoblastic",1,0.195520043,0.804479957,,
360,1536,MEG3,"Lymphoma, Large-Cell, Immunoblastic",1,0.213120818,0.786879182,,
87,1536,CDKN2B-AS1,"Lymphoma, Large-Cell, Immunoblastic",1,0.235932529,0.764067471,,
178,1536,HOTAIR,"Lymphoma, Large-Cell, Immunoblastic",1,0.314353585,0.685646415,,
363,1536,MIAT,"Lymphoma, Large-Cell, Immunoblastic",1,0.315114796,0.684885204,,
432,1536,PVT1,"Lymphoma, Large-Cell, Immunoblastic",1,0.416282177,0.583717823,,
545,1536,KIAA0125,"Lymphoma, Large-Cell, Immunoblastic",1,0.434056401,0.565943599,,
458,1536,ANRIL,"Lymphoma, Large-Cell, Immunoblastic",1,0.457987368,0.542012632,,
830,1536,UCA1,"Lymphoma, Large-Cell, Immunoblastic",1,0.47321099,0.52678901,,
169,1536,HAR1B,"Lymphoma, Large-Cell, Immunoblastic",1,0.473564982,0.526435018,,
391,1536,NEAT1,"Lymphoma, Large-Cell, Immunoblastic",1,0.480230272,0.519769728,,
410,1536,PCA3,"Lymphoma, Large-Cell, Immunoblastic",1,0.486479998,0.513520002,,
105,1536,DISC2,"Lymphoma, Large-Cell, Immunoblastic",1,0.494492471,0.505507529,,
176,1536,HLA-AS1,"Lymphoma, Large-Cell, Immunoblastic",0,0.520618558,0.479381472,,
355,1537,MALAT1,Hodgkin Disease,1,0.108919561,0.891080439,,
360,1537,MEG3,Hodgkin Disease,1,0.11546582,0.88453418,,
87,1537,CDKN2B-AS1,Hodgkin Disease,1,0.150622904,0.849377096,,
391,1537,NEAT1,Hodgkin Disease,1,0.181632698,0.818367302,,
432,1537,PVT1,Hodgkin Disease,1,0.236019135,0.763980865,,
105,1537,DISC2,Hodgkin Disease,1,0.274594009,0.725405991,,
178,1537,HOTAIR,Hodgkin Disease,1,0.340292454,0.659707546,,
189,1537,IFNG-AS1,Hodgkin Disease,1,0.350731134,0.649268866,,
152,1537,GAS5,Hodgkin Disease,1,0.363771141,0.636228859,,
842,1537,XIST,Hodgkin Disease,1,0.37934655,0.62065345,,
235,1537,IPW,Hodgkin Disease,1,0.387423217,0.612576783,,
99,1537,DAOA-AS1,Hodgkin Disease,1,0.432447612,0.567552388,,
824,1537,TUG1,Hodgkin Disease,1,0.439374566,0.560625434,,
363,1537,MIAT,Hodgkin Disease,1,0.445010543,0.554989457,,
62,1537,BDNF-AS,Hodgkin Disease,1,0.47113812,0.52886188,,
824,1538,TUG1,"Thyroid Carcinoma, Anaplastic",1,0.074555039,0.925444961,,
178,1538,HOTAIR,"Thyroid Carcinoma, Anaplastic",1,0.102145195,0.897854805,,
458,1538,ANRIL,"Thyroid Carcinoma, Anaplastic",1,0.104191422,0.895808578,,
360,1538,MEG3,"Thyroid Carcinoma, Anaplastic",1,0.106705427,0.893294573,,
792,1538,SPRY4-IT1,"Thyroid Carcinoma, Anaplastic",1,0.114482343,0.885517657,,
80,1538,CCAT2,"Thyroid Carcinoma, Anaplastic",1,0.116006911,0.883993089,,
176,1538,HLA-AS1,"Thyroid Carcinoma, Anaplastic",1,0.11768806,0.88231194,,
109,1538,DLX6-AS1,"Thyroid Carcinoma, Anaplastic",1,0.120700598,0.879299402,,
63,1538,BLACAT1,"Thyroid Carcinoma, Anaplastic",1,0.125333488,0.874666512,,
94,1538,CRNDE,"Thyroid Carcinoma, Anaplastic",1,0.134821534,0.865178466,,
64,1538,BOK-AS1,"Thyroid Carcinoma, Anaplastic",1,0.136181474,0.863818526,,
162,1538,gtl2-as,"Thyroid Carcinoma, Anaplastic",1,0.136222064,0.863777936,,
363,1538,MIAT,"Thyroid Carcinoma, Anaplastic",1,0.136307538,0.863692462,,
190,1538,IGF2-AS,"Thyroid Carcinoma, Anaplastic",1,0.138284981,0.861715019,,
180,1538,HOTTIP,"Thyroid Carcinoma, Anaplastic",1,0.138437033,0.861562967,,
355,1539,MALAT1,Rectal Neoplasms,1,0.074219525,0.925780475,,
158,1539,GFRA1,Rectal Neoplasms,1,0.080464005,0.919535995,,
360,1539,MEG3,Rectal Neoplasms,1,0.094072104,0.905927896,,
391,1539,NEAT1,Rectal Neoplasms,1,0.133523226,0.866476774,,
363,1539,MIAT,Rectal Neoplasms,1,0.174077034,0.825922966,,
421,1539,PICSAR,Rectal Neoplasms,1,0.177241564,0.822758436,,
178,1539,HOTAIR,Rectal Neoplasms,1,0.188195348,0.811804652,,
87,1539,CDKN2B-AS1,Rectal Neoplasms,1,0.18931514,0.81068486,,
432,1539,PVT1,Rectal Neoplasms,1,0.194064856,0.805935144,,
152,1539,GAS5,Rectal Neoplasms,1,0.215709269,0.784290731,,
410,1539,PCA3,Rectal Neoplasms,1,0.219378412,0.780621588,,
425,1539,PRINS,Rectal Neoplasms,1,0.22071594,0.77928406,,
58,1539,BALR-2,Rectal Neoplasms,1,0.224408269,0.775591731,,
169,1539,HAR1B,Rectal Neoplasms,1,0.24014008,0.75985992,,
545,1539,KIAA0125,Rectal Neoplasms,1,0.268046677,0.731953323,,
421,1540,PICSAR,"Leukemia, Myelomonocytic, Chronic",1,0.128815293,0.871184707,,
139,1540,FMR5,"Leukemia, Myelomonocytic, Chronic",1,0.217982054,0.782017946,,
87,1540,CDKN2B-AS1,"Leukemia, Myelomonocytic, Chronic",1,0.299681902,0.700318098,,
105,1540,DISC2,"Leukemia, Myelomonocytic, Chronic",1,0.312916458,0.687083542,,
360,1540,MEG3,"Leukemia, Myelomonocytic, Chronic",1,0.329094172,0.670905828,,
178,1540,HOTAIR,"Leukemia, Myelomonocytic, Chronic",1,0.382139862,0.617860138,,
104,1540,DISC1,"Leukemia, Myelomonocytic, Chronic",1,0.399273634,0.600726366,,
169,1540,HAR1B,"Leukemia, Myelomonocytic, Chronic",1,0.431655169,0.568344831,,
319,1540,lnc-Sox5,"Leukemia, Myelomonocytic, Chronic",1,0.445720315,0.554279685,,
396,1540,NONRATT021972,"Leukemia, Myelomonocytic, Chronic",1,0.474844038,0.525155962,,
355,1540,MALAT1,"Leukemia, Myelomonocytic, Chronic",1,0.486073136,0.513926864,,
140,1540,FMR6,"Leukemia, Myelomonocytic, Chronic",0,0.530455589,0.469544411,,
535,1540,HOXB-AS1,"Leukemia, Myelomonocytic, Chronic",0,0.540901184,0.459098786,,
458,1540,ANRIL,"Leukemia, Myelomonocytic, Chronic",0,0.547937036,0.452062964,,
62,1540,BDNF-AS,"Leukemia, Myelomonocytic, Chronic",0,0.548808515,0.451191485,,
355,1541,MALAT1,Growth Hormone-Secreting Pituitary Adenoma,1,0.211059868,0.788940132,,
391,1541,NEAT1,Growth Hormone-Secreting Pituitary Adenoma,1,0.264717102,0.735282898,,
87,1541,CDKN2B-AS1,Growth Hormone-Secreting Pituitary Adenoma,1,0.305422485,0.694577515,,
360,1541,MEG3,Growth Hormone-Secreting Pituitary Adenoma,1,0.309682906,0.690317094,,
105,1541,DISC2,Growth Hormone-Secreting Pituitary Adenoma,1,0.415629268,0.584370732,,
178,1541,HOTAIR,Growth Hormone-Secreting Pituitary Adenoma,1,0.4370327,0.5629673,,
152,1541,GAS5,Growth Hormone-Secreting Pituitary Adenoma,0,0.524658561,0.475341439,,
363,1541,MIAT,Growth Hormone-Secreting Pituitary Adenoma,0,0.558188319,0.441811711,,
809,1541,TNRC6C-AS1,Growth Hormone-Secreting Pituitary Adenoma,0,0.580283105,0.419716895,,
458,1541,ANRIL,Growth Hormone-Secreting Pituitary Adenoma,0,0.586562753,0.413437217,,
824,1541,TUG1,Growth Hormone-Secreting Pituitary Adenoma,0,0.587201595,0.412798375,,
169,1541,HAR1B,Growth Hormone-Secreting Pituitary Adenoma,0,0.595085919,0.404914081,,
432,1541,PVT1,Growth Hormone-Secreting Pituitary Adenoma,0,0.61713326,0.38286677,,
277,1541,LINC00850,Growth Hormone-Secreting Pituitary Adenoma,0,0.624071538,0.375928462,,
188,1541,HULC,Growth Hormone-Secreting Pituitary Adenoma,0,0.629074931,0.370925069,,
163,1542,H19,Cardiomyopathies,1,0.064645529,0.935354471,,
355,1542,MALAT1,Cardiomyopathies,1,0.160940349,0.839059651,,
363,1542,MIAT,Cardiomyopathies,1,0.264455557,0.735544443,,
178,1542,HOTAIR,Cardiomyopathies,1,0.265360832,0.734639168,,
360,1542,MEG3,Cardiomyopathies,1,0.27890873,0.72109127,,
391,1542,NEAT1,Cardiomyopathies,1,0.311060548,0.688939452,,
432,1542,PVT1,Cardiomyopathies,1,0.328568101,0.671431899,,
87,1542,CDKN2B-AS1,Cardiomyopathies,1,0.343248904,0.656751096,,
169,1542,HAR1B,Cardiomyopathies,1,0.466373384,0.533626616,,
830,1542,UCA1,Cardiomyopathies,1,0.467450857,0.532549143,,
94,1542,CRNDE,Cardiomyopathies,1,0.471532941,0.528467059,,
188,1542,HULC,Cardiomyopathies,0,0.502901316,0.497098684,,
172,1542,HCP5,Cardiomyopathies,0,0.539841533,0.460158467,,
376,1542,MIR99AHG,Cardiomyopathies,0,0.541978121,0.458021849,,
437,1542,RMST,Cardiomyopathies,0,0.547086954,0.452913076,,
355,1543,MALAT1,Bone Neoplasms,1,0.182882071,0.817117929,,
360,1543,MEG3,Bone Neoplasms,1,0.194165468,0.805834532,,
87,1543,CDKN2B-AS1,Bone Neoplasms,1,0.285555899,0.714444101,,
178,1543,HOTAIR,Bone Neoplasms,1,0.339966536,0.660033464,,
391,1543,NEAT1,Bone Neoplasms,1,0.388319075,0.611680925,,
163,1543,H19,Bone Neoplasms,1,0.398326635,0.601673365,,
432,1543,PVT1,Bone Neoplasms,1,0.419999719,0.580000281,,
105,1543,DISC2,Bone Neoplasms,1,0.460219324,0.539780676,,
363,1543,MIAT,Bone Neoplasms,1,0.476037979,0.523962021,,
62,1543,BDNF-AS,Bone Neoplasms,0,0.570003569,0.429996431,,
410,1543,PCA3,Bone Neoplasms,0,0.572490811,0.427509159,,
100,1543,DBET,Bone Neoplasms,0,0.592559338,0.407440633,,
458,1543,ANRIL,Bone Neoplasms,0,0.604819,0.395181,,
266,1543,LINC00473,Bone Neoplasms,0,0.656846166,0.343153834,,
166,1543,HAND2-AS1,Bone Neoplasms,0,0.659247637,0.340752393,,
355,1544,MALAT1,Parathyroid Neoplasms,1,0.166289806,0.833710194,,
360,1544,MEG3,Parathyroid Neoplasms,1,0.218911707,0.781088293,,
105,1544,DISC2,Parathyroid Neoplasms,1,0.235623538,0.764376462,,
87,1544,CDKN2B-AS1,Parathyroid Neoplasms,1,0.270882726,0.729117274,,
163,1544,H19,Parathyroid Neoplasms,1,0.281526685,0.718473315,,
176,1544,HLA-AS1,Parathyroid Neoplasms,1,0.29125154,0.70874846,,
139,1544,FMR5,Parathyroid Neoplasms,1,0.293141305,0.706858695,,
178,1544,HOTAIR,Parathyroid Neoplasms,1,0.300010383,0.699989617,,
439,1544,RN7SL1,Parathyroid Neoplasms,1,0.302016914,0.697983086,,
391,1544,NEAT1,Parathyroid Neoplasms,1,0.318954468,0.681045532,,
363,1544,MIAT,Parathyroid Neoplasms,1,0.346476614,0.653523386,,
410,1544,PCA3,Parathyroid Neoplasms,1,0.362430036,0.637569964,,
432,1544,PVT1,Parathyroid Neoplasms,1,0.383827865,0.616172135,,
310,1544,LINC02424,Parathyroid Neoplasms,1,0.474978626,0.525021374,,
425,1544,PRINS,Parathyroid Neoplasms,1,0.48732841,0.51267159,,
163,1545,H19,Bile Duct Neoplasms,1,0.132333338,0.867666662,,
87,1545,CDKN2B-AS1,Bile Duct Neoplasms,1,0.138602972,0.861397028,,
360,1545,MEG3,Bile Duct Neoplasms,1,0.193002582,0.806997418,,
355,1545,MALAT1,Bile Duct Neoplasms,1,0.205801666,0.794198334,,
178,1545,HOTAIR,Bile Duct Neoplasms,1,0.232533514,0.767466486,,
363,1545,MIAT,Bile Duct Neoplasms,1,0.251357794,0.748642206,,
391,1545,NEAT1,Bile Duct Neoplasms,1,0.264013827,0.735986173,,
421,1545,PICSAR,Bile Duct Neoplasms,1,0.26701647,0.73298353,,
139,1545,FMR5,Bile Duct Neoplasms,1,0.356274664,0.643725336,,
432,1545,PVT1,Bile Duct Neoplasms,1,0.368617058,0.631382942,,
105,1545,DISC2,Bile Duct Neoplasms,1,0.44168818,0.55831182,,
379,1545,MT-LIPCAR,Bile Duct Neoplasms,1,0.453528762,0.546471238,,
152,1545,GAS5,Bile Duct Neoplasms,1,0.460894525,0.539105475,,
100,1545,DBET,Bile Duct Neoplasms,1,0.475856602,0.524143398,,
104,1545,DISC1,Bile Duct Neoplasms,1,0.477308869,0.522691131,,
105,1546,DISC2,"Rhabdomyosarcoma, Embryonal",1,0.266459346,0.733540654,,
87,1546,CDKN2B-AS1,"Rhabdomyosarcoma, Embryonal",1,0.280304611,0.719695389,,
178,1546,HOTAIR,"Rhabdomyosarcoma, Embryonal",1,0.284742594,0.715257406,,
176,1546,HLA-AS1,"Rhabdomyosarcoma, Embryonal",1,0.340331972,0.659668028,,
163,1546,H19,"Rhabdomyosarcoma, Embryonal",1,0.399312377,0.600687623,,
139,1546,FMR5,"Rhabdomyosarcoma, Embryonal",1,0.461542606,0.538457394,,
310,1546,LINC02424,"Rhabdomyosarcoma, Embryonal",1,0.467078686,0.532921314,,
169,1546,HAR1B,"Rhabdomyosarcoma, Embryonal",1,0.48372519,0.51627481,,
396,1546,NONRATT021972,"Rhabdomyosarcoma, Embryonal",0,0.50465256,0.49534744,,
432,1546,PVT1,"Rhabdomyosarcoma, Embryonal",0,0.520731866,0.479268134,,
189,1546,IFNG-AS1,"Rhabdomyosarcoma, Embryonal",0,0.5253883,0.4746117,,
355,1546,MALAT1,"Rhabdomyosarcoma, Embryonal",0,0.562325299,0.437674701,,
421,1546,PICSAR,"Rhabdomyosarcoma, Embryonal",0,0.574693143,0.425306857,,
363,1546,MIAT,"Rhabdomyosarcoma, Embryonal",0,0.578120708,0.421879321,,
439,1546,RN7SL1,"Rhabdomyosarcoma, Embryonal",0,0.580993533,0.419006497,,
87,1547,CDKN2B-AS1,"Lymphoma, Large-Cell, Anaplastic",1,0.231894612,0.768105388,,
360,1547,MEG3,"Lymphoma, Large-Cell, Anaplastic",1,0.23556298,0.76443702,,
178,1547,HOTAIR,"Lymphoma, Large-Cell, Anaplastic",1,0.304607809,0.695392191,,
163,1547,H19,"Lymphoma, Large-Cell, Anaplastic",1,0.311314821,0.688685179,,
105,1547,DISC2,"Lymphoma, Large-Cell, Anaplastic",1,0.360002518,0.639997482,,
62,1547,BDNF-AS,"Lymphoma, Large-Cell, Anaplastic",1,0.386233509,0.613766491,,
432,1547,PVT1,"Lymphoma, Large-Cell, Anaplastic",1,0.436705768,0.563294232,,
158,1547,GFRA1,"Lymphoma, Large-Cell, Anaplastic",1,0.453218102,0.546781898,,
176,1547,HLA-AS1,"Lymphoma, Large-Cell, Anaplastic",1,0.455441058,0.544558942,,
425,1547,PRINS,"Lymphoma, Large-Cell, Anaplastic",1,0.457760453,0.542239547,,
439,1547,RN7SL1,"Lymphoma, Large-Cell, Anaplastic",1,0.480511487,0.519488513,,
355,1547,MALAT1,"Lymphoma, Large-Cell, Anaplastic",1,0.493895888,0.506104112,,
391,1547,NEAT1,"Lymphoma, Large-Cell, Anaplastic",0,0.501929998,0.498069972,,
188,1547,HULC,"Lymphoma, Large-Cell, Anaplastic",0,0.516308486,0.483691514,,
458,1547,ANRIL,"Lymphoma, Large-Cell, Anaplastic",0,0.518110752,0.481889278,,
163,1548,H19,Teratocarcinoma,1,0.181307852,0.818692148,,
355,1548,MALAT1,Teratocarcinoma,1,0.221627116,0.778372884,,
360,1548,MEG3,Teratocarcinoma,1,0.249325454,0.750674546,,
87,1548,CDKN2B-AS1,Teratocarcinoma,1,0.257975101,0.742024899,,
178,1548,HOTAIR,Teratocarcinoma,1,0.265963852,0.734036148,,
391,1548,NEAT1,Teratocarcinoma,1,0.268080354,0.731919646,,
169,1548,HAR1B,Teratocarcinoma,1,0.331469297,0.668530703,,
176,1548,HLA-AS1,Teratocarcinoma,1,0.362898409,0.637101591,,
105,1548,DISC2,Teratocarcinoma,1,0.36961776,0.63038224,,
379,1548,MT-LIPCAR,Teratocarcinoma,1,0.480897546,0.519102454,,
189,1548,IFNG-AS1,Teratocarcinoma,1,0.499046743,0.500953257,,
432,1548,PVT1,Teratocarcinoma,0,0.513024151,0.486975849,,
439,1548,RN7SL1,Teratocarcinoma,0,0.517492533,0.482507437,,
376,1548,MIR99AHG,Teratocarcinoma,0,0.536621094,0.463378936,,
363,1548,MIAT,Teratocarcinoma,0,0.544162512,0.455837458,,
163,1549,H19,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,1,0.102012634,0.897987366,,
87,1549,CDKN2B-AS1,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,1,0.165718257,0.834281743,,
355,1549,MALAT1,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,1,0.179196537,0.820803463,,
360,1549,MEG3,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,1,0.200514555,0.799485445,,
178,1549,HOTAIR,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,1,0.218626976,0.781373024,,
391,1549,NEAT1,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,1,0.295971036,0.704028964,,
363,1549,MIAT,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,1,0.325100183,0.674899817,,
432,1549,PVT1,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,1,0.354491353,0.645508647,,
152,1549,GAS5,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,1,0.482572615,0.517427385,,
62,1549,BDNF-AS,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,1,0.495590329,0.504409671,,
421,1549,PICSAR,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,0,0.506094873,0.493905127,,
188,1549,HULC,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,0,0.529350281,0.470649689,,
105,1549,DISC2,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,0,0.540734172,0.459265828,,
842,1549,XIST,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,0,0.603585124,0.396414876,,
394,1549,NKILA,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,0,0.643010855,0.356989145,,
355,1550,MALAT1,Oligodendroglioma,1,0.162798703,0.837201297,,
163,1550,H19,Oligodendroglioma,1,0.238912344,0.761087656,,
87,1550,CDKN2B-AS1,Oligodendroglioma,1,0.27004844,0.72995156,,
360,1550,MEG3,Oligodendroglioma,1,0.292244673,0.707755327,,
432,1550,PVT1,Oligodendroglioma,1,0.352459729,0.647540271,,
391,1550,NEAT1,Oligodendroglioma,1,0.397802413,0.602197587,,
178,1550,HOTAIR,Oligodendroglioma,1,0.409648061,0.590351939,,
363,1550,MIAT,Oligodendroglioma,1,0.44557023,0.55442977,,
176,1550,HLA-AS1,Oligodendroglioma,1,0.460892379,0.539107621,,
105,1550,DISC2,Oligodendroglioma,1,0.478690505,0.521309495,,
421,1550,PICSAR,Oligodendroglioma,0,0.516381502,0.483618528,,
250,1550,LINC-ROR,Oligodendroglioma,0,0.550531149,0.449468851,,
152,1550,GAS5,Oligodendroglioma,0,0.592982769,0.407017261,,
545,1550,KIAA0125,Oligodendroglioma,0,0.594627261,0.405372709,,
830,1550,UCA1,Oligodendroglioma,0,0.600284338,0.399715632,,
105,1551,DISC2,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,1,0.188395739,0.811604261,,
178,1551,HOTAIR,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,1,0.260264099,0.739735901,,
360,1551,MEG3,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,1,0.280478895,0.719521105,,
355,1551,MALAT1,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,1,0.305045962,0.694954038,,
87,1551,CDKN2B-AS1,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,1,0.312758923,0.687241077,,
163,1551,H19,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,1,0.369455814,0.630544186,,
62,1551,BDNF-AS,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,1,0.423908234,0.576091766,,
421,1551,PICSAR,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,1,0.490466654,0.509533346,,
391,1551,NEAT1,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,0,0.507485688,0.492514312,,
169,1551,HAR1B,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,0,0.579398394,0.420601606,,
432,1551,PVT1,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,0,0.601463974,0.398536026,,
363,1551,MIAT,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,0,0.675573349,0.324426621,,
189,1551,IFNG-AS1,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,0,0.731382012,0.268617958,,
152,1551,GAS5,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,0,0.74687171,0.25312829,,
176,1551,HLA-AS1,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,0,0.811725497,0.188274518,,
163,1552,H19,"Leukemia, B-Cell",1,0.053427458,0.946572542,,
355,1552,MALAT1,"Leukemia, B-Cell",1,0.099693954,0.900306046,,
391,1552,NEAT1,"Leukemia, B-Cell",1,0.122184575,0.877815425,,
360,1552,MEG3,"Leukemia, B-Cell",1,0.14906019,0.85093981,,
105,1552,DISC2,"Leukemia, B-Cell",1,0.203112781,0.796887219,,
178,1552,HOTAIR,"Leukemia, B-Cell",1,0.226779521,0.773220479,,
87,1552,CDKN2B-AS1,"Leukemia, B-Cell",1,0.249899626,0.750100374,,
235,1552,IPW,"Leukemia, B-Cell",1,0.262658596,0.737341404,,
152,1552,GAS5,"Leukemia, B-Cell",1,0.289601684,0.710398316,,
421,1552,PICSAR,"Leukemia, B-Cell",1,0.33667779,0.66332221,,
432,1552,PVT1,"Leukemia, B-Cell",1,0.349398613,0.650601387,,
830,1552,UCA1,"Leukemia, B-Cell",1,0.419068813,0.580931187,,
62,1552,BDNF-AS,"Leukemia, B-Cell",0,0.512437642,0.487562358,,
824,1552,TUG1,"Leukemia, B-Cell",0,0.535799503,0.464200497,,
363,1552,MIAT,"Leukemia, B-Cell",0,0.614597917,0.385402083,,
105,1553,DISC2,Myotonic Dystrophy,1,0.262078464,0.737921536,,
178,1553,HOTAIR,Myotonic Dystrophy,1,0.301011801,0.698988199,,
360,1553,MEG3,Myotonic Dystrophy,1,0.304025233,0.695974767,,
87,1553,CDKN2B-AS1,Myotonic Dystrophy,1,0.374320447,0.625679553,,
62,1553,BDNF-AS,Myotonic Dystrophy,0,0.508235931,0.491764069,,
355,1553,MALAT1,Myotonic Dystrophy,0,0.568442464,0.431557506,,
432,1553,PVT1,Myotonic Dystrophy,0,0.615177035,0.384822965,,
169,1553,HAR1B,Myotonic Dystrophy,0,0.659133792,0.340866208,,
250,1553,LINC-ROR,Myotonic Dystrophy,0,0.699769497,0.300230503,,
152,1553,GAS5,Myotonic Dystrophy,0,0.704244256,0.295755774,,
391,1553,NEAT1,Myotonic Dystrophy,0,0.720645368,0.279354632,,
163,1553,H19,Myotonic Dystrophy,0,0.733105838,0.266894162,,
458,1553,ANRIL,Myotonic Dystrophy,0,0.748376608,0.251623392,,
188,1553,HULC,Myotonic Dystrophy,0,0.753397465,0.24660255,,
54,1553,ATP6V1G2-DDX39B,Myotonic Dystrophy,0,0.754867673,0.245132312,,
163,1554,H19,"Supranuclear Palsy, Progressive",1,0.151910126,0.848089874,,
355,1554,MALAT1,"Supranuclear Palsy, Progressive",1,0.155658305,0.844341695,,
391,1554,NEAT1,"Supranuclear Palsy, Progressive",1,0.287686527,0.712313473,,
360,1554,MEG3,"Supranuclear Palsy, Progressive",1,0.374646306,0.625353694,,
421,1554,PICSAR,"Supranuclear Palsy, Progressive",1,0.376562238,0.623437762,,
178,1554,HOTAIR,"Supranuclear Palsy, Progressive",1,0.422608912,0.577391088,,
432,1554,PVT1,"Supranuclear Palsy, Progressive",1,0.48353827,0.51646173,,
87,1554,CDKN2B-AS1,"Supranuclear Palsy, Progressive",1,0.499072134,0.500927866,,
62,1554,BDNF-AS,"Supranuclear Palsy, Progressive",0,0.560327411,0.439672559,,
105,1554,DISC2,"Supranuclear Palsy, Progressive",0,0.592998862,0.407001168,,
152,1554,GAS5,"Supranuclear Palsy, Progressive",0,0.730811775,0.269188225,,
61,1554,BCYRN1,"Supranuclear Palsy, Progressive",0,0.769728243,0.230271742,,
98,1554,DANCR,"Supranuclear Palsy, Progressive",0,0.774557114,0.225442886,,
143,1554,FOXD2-AS1,"Supranuclear Palsy, Progressive",0,0.776726484,0.223273486,,
439,1554,RN7SL1,"Supranuclear Palsy, Progressive",0,0.795991361,0.204008624,,
163,1555,H19,Musculoskeletal Abnormalities,1,0.0448066,0.9551934,,
355,1555,MALAT1,Musculoskeletal Abnormalities,1,0.105526567,0.894473433,,
391,1555,NEAT1,Musculoskeletal Abnormalities,1,0.106489718,0.893510282,,
178,1555,HOTAIR,Musculoskeletal Abnormalities,1,0.194306612,0.805693388,,
152,1555,GAS5,Musculoskeletal Abnormalities,1,0.277728319,0.722271681,,
432,1555,PVT1,Musculoskeletal Abnormalities,1,0.285454392,0.714545608,,
87,1555,CDKN2B-AS1,Musculoskeletal Abnormalities,1,0.366762519,0.633237481,,
105,1555,DISC2,Musculoskeletal Abnormalities,1,0.369852245,0.630147755,,
360,1555,MEG3,Musculoskeletal Abnormalities,1,0.408013701,0.591986299,,
842,1555,XIST,Musculoskeletal Abnormalities,1,0.493834794,0.506165206,,
830,1555,UCA1,Musculoskeletal Abnormalities,0,0.521979988,0.478020012,,
172,1555,HCP5,Musculoskeletal Abnormalities,0,0.593205452,0.406794548,,
62,1555,BDNF-AS,Musculoskeletal Abnormalities,0,0.624431431,0.375568569,,
824,1555,TUG1,Musculoskeletal Abnormalities,0,0.678975463,0.321024537,,
188,1555,HULC,Musculoskeletal Abnormalities,0,0.690571845,0.309428155,,
163,1556,H19,Hepatitis B,1,0.06371206,0.93628794,,
355,1556,MALAT1,Hepatitis B,1,0.084969878,0.915030122,,
87,1556,CDKN2B-AS1,Hepatitis B,1,0.104578197,0.895421803,,
432,1556,PVT1,Hepatitis B,1,0.106369853,0.893630147,,
360,1556,MEG3,Hepatitis B,1,0.127245724,0.872754276,,
178,1556,HOTAIR,Hepatitis B,1,0.247558475,0.752441525,,
391,1556,NEAT1,Hepatitis B,1,0.254456043,0.745543957,,
152,1556,GAS5,Hepatitis B,1,0.273373663,0.726626337,,
62,1556,BDNF-AS,Hepatitis B,1,0.373329937,0.626670063,,
188,1556,HULC,Hepatitis B,1,0.448570549,0.551429451,,
190,1556,IGF2-AS,Hepatitis B,1,0.488353312,0.511646688,,
109,1556,DLX6-AS1,Hepatitis B,0,0.537082136,0.462917864,,
