mir,mesh_name,causality,,
hsa-mir-495,"Carcinoma, Non-Small-Cell Lung",yes,1186,1312
hsa-mir-195,Endometriosis,yes,1005,1380
hsa-mir-223,"Lymphoma, T-Cell",yes,1053,1654
hsa-mir-150,Breast Neoplasms,yes,965,1303
hsa-mir-301a,Breast Neoplasms,yes,1081,1303
hsa-mir-494,Glioma,yes,1185,1322
hsa-mir-329,Neuroblastoma,yes,1112,1302
hsa-mir-328,Hepatoblastoma,yes,1111,1402
hsa-mir-202,Colorectal Neoplasms,yes,1025,1304
hsa-mir-133b,Colorectal Neoplasms,yes,941,1304
hsa-mir-135b,Colorectal Neoplasms,yes,947,1304
hsa-mir-181c,Neuroblastoma,yes,985,1302
hsa-mir-339,Alzheimer Disease,yes,1118,1342
hsa-mir-125b,Glioblastoma,yes,914,1301
hsa-mir-198,Lung Neoplasms,yes,1011,1308
hsa-mir-129,Uterine Cervical Neoplasms,yes,924,1300
hsa-mir-107,Stomach Neoplasms,yes,891,1307
hsa-mir-218,Gastrointestinal Stromal Tumors,yes,1046,1371
hsa-mir-10b,Intervertebral Disc Degeneration,yes,893,1335
hsa-mir-503,Glioblastoma,yes,1195,1301
hsa-mir-452,"Carcinoma, Hepatocellular",yes,1170,1310
hsa-mir-224,Prostatic Neoplasms,yes,1054,1339
hsa-mir-150,"Lymphoma, T-Cell, Cutaneous",yes,965,1615
hsa-mir-1,Diabetes Mellitus,yes,875,1379
hsa-mir-542,Breast Neoplasms,yes,1218,1303
hsa-mir-155,Keratitis,yes,971,1655
hsa-mir-381,Glioma,yes,1148,1322
hsa-mir-503,"Carcinoma, Hepatocellular",yes,1195,1310
hsa-mir-138,Kidney Neoplasms,yes,950,1418
hsa-mir-200b,Biliary Atresia,yes,1023,1656
hsa-mir-199a,Neoplasms,yes,1013,1299
hsa-mir-200a,"Carcinoma, Endometrioid",yes,1022,1636
hsa-mir-148a,Glioblastoma,yes,962,1301
hsa-mir-490,Lung Neoplasms,yes,1181,1308
hsa-mir-320a,Urinary Bladder Neoplasms,yes,1100,1306
hsa-mir-451,Neoplasms,yes,1168,1299
hsa-mir-182,Gallbladder Neoplasms,yes,987,1328
hsa-mir-148b,Pancreatic Neoplasms,yes,963,1315
hsa-mir-152,Pancreatic Neoplasms,yes,966,1315
hsa-mir-363,Colorectal Neoplasms,yes,1132,1304
hsa-mir-99a,Pancreatic Neoplasms,yes,1296,1315
hsa-mir-874,Reperfusion Injury,yes,1273,1557
hsa-mir-17,Osteosarcoma,yes,977,1305
hsa-mir-196a,Neoplasms,yes,1006,1299
hsa-mir-133a,Colonic Neoplasms,yes,938,1336
hsa-mir-506,Lung Neoplasms,yes,1198,1308
hsa-mir-193a,Lung Neoplasms,yes,1000,1308
hsa-mir-96,Lung Neoplasms,yes,1294,1308
hsa-mir-216a,Atherosclerosis,yes,1043,1376
hsa-mir-1207,Stomach Neoplasms,yes,898,1307
hsa-mir-125a,"Leukemia, Myeloid, Acute",yes,913,1366
hsa-mir-195,"Carcinoma, Non-Small-Cell Lung",yes,1005,1312
hsa-mir-197,Lung Neoplasms,yes,1010,1308
hsa-mir-362,Stomach Neoplasms,yes,1131,1307
hsa-mir-193b,Glioma,yes,1001,1322
hsa-mir-520c,"Lymphoma, Large B-Cell, Diffuse",yes,1212,1470
hsa-mir-222,Endometrial Neoplasms,yes,1052,1362
hsa-mir-134,"Carcinoma, Hepatocellular",yes,942,1310
hsa-mir-135a,Uterine Cervical Neoplasms,yes,944,1300
hsa-mir-196a,Pancreatic Neoplasms,yes,1006,1315
hsa-mir-545,Lung Neoplasms,yes,1221,1308
hsa-mir-200c,Pituitary Neoplasms,yes,1024,1369
hsa-mir-210,Neurilemmoma,yes,1037,1652
hsa-mir-127,Glioblastoma,yes,918,1301
hsa-mir-205,Dermatomyositis,yes,1029,1657
hsa-mir-296,Breast Neoplasms,yes,1070,1303
hsa-mir-325,Heart Diseases,yes,1109,1321
hsa-mir-150,"Carcinoma, Non-Small-Cell Lung",yes,965,1312
hsa-mir-210,Ovarian Neoplasms,yes,1037,1309
hsa-mir-503,"Carcinoma, Non-Small-Cell Lung",yes,1195,1312
hsa-mir-146a,Melanoma,yes,960,1347
hsa-mir-1258,"Sarcoma, Kaposi",yes,912,1525
hsa-mir-27a,Osteosarcoma,yes,1066,1305
hsa-mir-489,Cardiomegaly,yes,1180,1370
hsa-mir-142,"Carcinoma, Non-Small-Cell Lung",yes,956,1312
hsa-mir-184,"Carcinoma, Hepatocellular",yes,989,1310
hsa-mir-126,Parkinson Disease,yes,917,1455
hsa-mir-592,Ischemia,yes,1230,1575
hsa-mir-10b,Urinary Bladder Neoplasms,yes,893,1306
hsa-mir-22,Medulloblastoma,yes,1050,1367
hsa-mir-155,"Colitis, Ulcerative",yes,971,1428
hsa-mir-431,Glioblastoma,yes,1161,1301
hsa-mir-431,Medulloblastoma,yes,1161,1367
hsa-mir-1247,Pancreatic Neoplasms,yes,908,1315
hsa-mir-21,Coronary Artery Disease,yes,1036,1373
hsa-mir-29a,Glioma,yes,1074,1322
hsa-mir-30,Neoplasms,yes,1079,1299
hsa-mir-506,Ovarian Neoplasms,yes,1198,1309
hsa-mir-506,Uterine Cervical Neoplasms,yes,1198,1300
hsa-mir-149,Breast Neoplasms,yes,964,1303
hsa-mir-494,Stomach Neoplasms,yes,1185,1307
hsa-mir-23b,Ovarian Neoplasms,yes,1056,1309
hsa-mir-133a,Stomach Neoplasms,yes,938,1307
hsa-mir-34a,Chordoma,yes,1126,1482
hsa-mir-608,Chordoma,yes,1234,1482
hsa-mir-132,Lung Neoplasms,yes,936,1308
hsa-mir-100,Colorectal Neoplasms,yes,878,1304
hsa-mir-363,"Carcinoma, Hepatocellular",yes,1132,1310
hsa-mir-129,Thyroid Neoplasms,yes,924,1330
hsa-mir-625,"Carcinoma, Hepatocellular",yes,1241,1310
hsa-mir-99a,Breast Neoplasms,yes,1296,1303
hsa-mir-1303,Stomach Neoplasms,yes,932,1307
hsa-mir-199a,Stomach Neoplasms,yes,1013,1307
hsa-mir-18a,Glioblastoma,yes,994,1301
hsa-mir-99a,Uterine Cervical Neoplasms,yes,1296,1300
hsa-mir-99b,Uterine Cervical Neoplasms,yes,1297,1300
hsa-mir-217,"Carcinoma, Hepatocellular",yes,1045,1310
hsa-mir-19a,Stomach Neoplasms,yes,1017,1307
hsa-mir-26a,Gallbladder Neoplasms,yes,1062,1328
hsa-mir-543,Endometrial Neoplasms,yes,1219,1362
hsa-mir-202,"Carcinoma, Hepatocellular",yes,1025,1310
hsa-mir-15b,Hepatitis C,yes,973,1472
hsa-mir-324,Glioma,yes,1108,1322
hsa-mir-199a,Ovarian Neoplasms,yes,1013,1309
hsa-mir-135a,"Pancreatitis, Acute Necrotizing",yes,944,1658
hsa-mir-22,"Pancreatitis, Acute Necrotizing",yes,1050,1658
hsa-mir-138,Arbovirus Infections,yes,950,1645
hsa-mir-942,Hepatitis C,yes,1291,1472
hsa-mir-34a,"Cardiomyopathy, Hypertrophic",yes,1126,1341
hsa-mir-181b,Ovarian Neoplasms,yes,982,1309
hsa-mir-330,Glioblastoma,yes,1114,1301
hsa-mir-335,Glioma,yes,1116,1322
hsa-mir-19b,Neoplasms,yes,1018,1299
hsa-mir-194,Stomach Neoplasms,yes,1002,1307
hsa-mir-22,Osteosarcoma,yes,1050,1305
hsa-mir-200c,Leiomyoma,yes,1024,1602
hsa-mir-219,Medulloblastoma,yes,1049,1367
hsa-mir-1,Chordoma,yes,875,1482
hsa-mir-98,Ovarian Neoplasms,yes,1295,1309
hsa-mir-152,"Carcinoma, Non-Small-Cell Lung",yes,966,1312
hsa-mir-145,Thyroid Neoplasms,yes,959,1330
hsa-mir-130a,Uterine Cervical Neoplasms,yes,934,1300
hsa-mir-155,Colorectal Neoplasms,yes,971,1304
hsa-mir-31,Uterine Cervical Neoplasms,yes,1096,1300
hsa-mir-509,Neoplasms,yes,1201,1299
hsa-mir-129,"Carcinoma, Renal Cell",yes,924,1324
hsa-mir-101,Retinoblastoma,yes,879,1348
hsa-mir-125b,"Carcinoma, Hepatocellular",yes,914,1310
hsa-mir-152,Atherosclerosis,yes,966,1376
hsa-mir-218,Prostatic Neoplasms,yes,1046,1339
hsa-mir-101,Liver Cirrhosis,yes,879,1337
hsa-mir-224,Colorectal Neoplasms,yes,1054,1304
hsa-mir-29,Prostatic Neoplasms,yes,1069,1339
hsa-mir-126,Urinary Bladder Neoplasms,yes,917,1306
hsa-mir-19b,Osteosarcoma,yes,1018,1305
hsa-mir-331,"Carcinoma, Hepatocellular",yes,1115,1310
hsa-mir-103,Colorectal Neoplasms,yes,882,1304
hsa-mir-320a,Granulosa Cell Tumor,yes,1100,1659
hsa-mir-383,Granulosa Cell Tumor,yes,1150,1659
hsa-mir-204,"Carcinoma, Hepatocellular",yes,1028,1310
hsa-mir-1231,Hepatitis B,yes,901,1556
hsa-mir-95,"Carcinoma, Non-Small-Cell Lung",yes,1293,1312
hsa-mir-218,Melanoma,yes,1046,1347
hsa-mir-199a,Multiple Myeloma,yes,1013,1368
hsa-mir-638,Lung Neoplasms,yes,1246,1308
hsa-mir-20b,Encephalomyelitis,yes,1035,1571
hsa-mir-517a,Lung Neoplasms,yes,1207,1308
hsa-mir-145,Aneurysm,yes,959,1572
hsa-mir-497,Ovarian Neoplasms,yes,1187,1309
hsa-mir-335,Pancreatic Neoplasms,yes,1116,1315
hsa-mir-128,Prostatic Neoplasms,yes,921,1339
hsa-mir-429,"Carcinoma, Non-Small-Cell Lung",yes,1160,1312
hsa-mir-155,"Encephalitis Viruses, Japanese",yes,971,1660
hsa-mir-638,Colorectal Neoplasms,yes,1246,1304
hsa-mir-21,Diabetic Nephropathies,yes,1036,1487
hsa-mir-34b,Parkinson Disease,yes,1127,1455
hsa-mir-135a,Gallbladder Neoplasms,yes,944,1328
hsa-mir-497,Uterine Cervical Neoplasms,yes,1187,1300
hsa-mir-185,"Carcinoma, Hepatocellular",yes,990,1310
hsa-mir-29b,Colorectal Neoplasms,yes,1075,1304
hsa-mir-382,Neoplasms,yes,1149,1299
hsa-mir-200b,Triple Negative Breast Neoplasms,yes,1023,1398
hsa-mir-222,Colorectal Neoplasms,yes,1052,1304
hsa-mir-1236,HIV Infections,yes,902,1632
hsa-mir-196a,Stomach Neoplasms,yes,1006,1307
hsa-mir-196b,Stomach Neoplasms,yes,1009,1307
hsa-mir-26a,Uterine Cervical Neoplasms,yes,1062,1300
hsa-mir-211,Pancreatic Neoplasms,yes,1038,1315
hsa-mir-141,"Carcinoma, Non-Small-Cell Lung",yes,955,1312
hsa-mir-922,Alzheimer Disease,yes,1281,1342
hsa-mir-103,Stroke,yes,882,1397
hsa-mir-451,Liver Neoplasms,yes,1168,1313
hsa-mir-1,Osteosarcoma,yes,875,1305
hsa-mir-126,Stomach Neoplasms,yes,917,1307
hsa-mir-124,Prostatic Neoplasms,yes,903,1339
hsa-mir-34,Stomach Neoplasms,yes,1121,1307
hsa-mir-20a,Endometriosis,yes,1034,1380
hsa-mir-126,Giant Cell Tumor of Bone,yes,917,1661
hsa-mir-218,Choriocarcinoma,yes,1046,1439
hsa-mir-210,Pre-Eclampsia,yes,1037,1459
hsa-mir-143,Glioma,yes,957,1322
hsa-mir-23a,Colorectal Neoplasms,yes,1055,1304
hsa-mir-449a,Endometrial Neoplasms,yes,1166,1362
hsa-mir-203,Pneumonia,yes,1026,1662
hsa-mir-24-1,Urinary Bladder Neoplasms,yes,1059,1306
hsa-mir-128,"Carcinoma, Non-Small-Cell Lung",yes,921,1312
hsa-mir-375,"Carcinoma, Non-Small-Cell Lung",yes,1141,1312
hsa-mir-129-1,Stomach Neoplasms,yes,925,1307
hsa-mir-218,Pancreatic Neoplasms,yes,1046,1315
hsa-mir-646,"Carcinoma, Renal Cell",yes,1248,1324
hsa-mir-421,Neuroblastoma,yes,1155,1302
hsa-mir-26a,Arbovirus Infections,yes,1062,1645
hsa-mir-135a,"Carcinoma, Pancreatic Ductal",yes,944,1577
hsa-mir-137,Gastrointestinal Stromal Tumors,yes,949,1371
hsa-mir-195,Neoplasms,yes,1005,1299
hsa-mir-200a,Liver Cirrhosis,yes,1022,1337
hsa-mir-200c,Ovarian Neoplasms,yes,1024,1309
hsa-mir-16-1,Parkinson Disease,yes,975,1455
hsa-mir-29b,Diabetes Mellitus,yes,1075,1379
hsa-mir-10b,Lung Neoplasms,yes,893,1308
hsa-mir-373,"Carcinoma, Non-Small-Cell Lung",yes,1138,1312
hsa-mir-370,Ovarian Neoplasms,yes,1135,1309
hsa-mir-342,Uterine Cervical Neoplasms,yes,1123,1300
hsa-mir-153,Lung Neoplasms,yes,967,1308
hsa-mir-18a,Breast Neoplasms,yes,994,1303
hsa-mir-144,"Carcinoma, Hepatocellular",yes,958,1310
hsa-mir-24,"Carcinoma, Hepatocellular",yes,1058,1310
hsa-mir-199a,"Diabetes Mellitus, Type 2",yes,1013,1399
hsa-mir-506,"Carcinoma, Hepatocellular",yes,1198,1310
hsa-mir-638,Neoplasms,yes,1246,1299
hsa-mir-513b,Stomach Neoplasms,yes,1204,1307
hsa-mir-194,Osteosarcoma,yes,1002,1305
hsa-mir-26a,Lung Neoplasms,yes,1062,1308
hsa-mir-493,Lung Neoplasms,yes,1184,1308
hsa-mir-183,"Carcinoma, Pancreatic Ductal",yes,988,1577
hsa-mir-200,Hirschsprung Disease,yes,1021,1432
hsa-mir-320a,Glioma,yes,1100,1322
hsa-mir-152,Stomach Neoplasms,yes,966,1307
hsa-mir-203a,"Carcinoma, Renal Cell",yes,1027,1324
hsa-mir-639,Tongue Neoplasms,yes,1247,1353
hsa-mir-410,Stomach Neoplasms,yes,1153,1307
hsa-mir-132,Multiple Sclerosis,yes,936,1466
hsa-mir-326,Neoplasms,yes,1110,1299
hsa-mir-590,Atherosclerosis,yes,1229,1376
hsa-mir-144,Neoplasms,yes,958,1299
hsa-mir-340,Lung Neoplasms,yes,1122,1308
hsa-mir-133,Stomach Neoplasms,yes,937,1307
hsa-mir-183,Kidney Neoplasms,yes,988,1418
hsa-mir-101,Endometrial Neoplasms,yes,879,1362
hsa-mir-202,Osteosarcoma,yes,1025,1305
hsa-mir-944,Uterine Cervical Neoplasms,yes,1292,1300
hsa-mir-372,Glioma,yes,1137,1322
hsa-mir-191,Pancreatic Neoplasms,yes,997,1315
hsa-mir-198,Colorectal Neoplasms,yes,1011,1304
hsa-mir-424,"Carcinoma, Hepatocellular",yes,1158,1310
hsa-mir-182,Sarcoma,yes,987,1474
hsa-mir-7,Neoplasms,yes,1261,1299
hsa-mir-539,Heart Diseases,yes,1217,1321
hsa-mir-99a,Lung Neoplasms,yes,1296,1308
hsa-mir-204,"Anemia, Aplastic",yes,1028,1663
hsa-mir-135b,Osteosarcoma,yes,947,1305
hsa-mir-138,Ovarian Neoplasms,yes,950,1309
hsa-mir-339,Colonic Neoplasms,yes,1118,1336
hsa-mir-29c,Colorectal Neoplasms,yes,1078,1304
hsa-mir-212,Ovarian Neoplasms,yes,1039,1309
hsa-mir-181a,Hypersensitivity,yes,980,1624
hsa-mir-218,Hypersensitivity,yes,1046,1624
hsa-mir-27a,Enterovirus Infections,yes,1066,1664
hsa-mir-23a,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",yes,1055,1440
hsa-mir-126,Osteosarcoma,yes,917,1305
hsa-mir-34c,Colorectal Neoplasms,yes,1128,1304
hsa-mir-193b,Pancreatic Neoplasms,yes,1001,1315
hsa-mir-124,Uterine Cervical Neoplasms,yes,903,1300
hsa-mir-152,Glioblastoma,yes,966,1301
hsa-mir-216a,Pancreatic Neoplasms,yes,1043,1315
hsa-mir-150,Colorectal Neoplasms,yes,965,1304
hsa-mir-125a,Stomach Neoplasms,yes,913,1307
hsa-mir-193b,"Leukemia, Lymphoid",yes,1001,1416
hsa-mir-24,"Influenza, Human",yes,1058,1599
hsa-mir-29b,Arbovirus Infections,yes,1075,1645
hsa-mir-222,Coronary Artery Disease,yes,1052,1373
hsa-mir-222,Biliary Atresia,yes,1052,1656
hsa-mir-17,Cholangiocarcinoma,yes,977,1326
hsa-mir-18,Cholangiocarcinoma,yes,978,1326
hsa-mir-19a,Cholangiocarcinoma,yes,1017,1326
hsa-mir-19b-1,Cholangiocarcinoma,yes,1019,1326
hsa-mir-20a,Cholangiocarcinoma,yes,1034,1326
hsa-mir-92-1,Cholangiocarcinoma,yes,1280,1326
hsa-mir-610,Lung Neoplasms,yes,1235,1308
hsa-mir-377,Myocardial Ischemia,yes,1144,1665
hsa-mir-125b-1,Pre-Eclampsia,yes,915,1459
hsa-mir-422a,"Carcinoma, Hepatocellular",yes,1156,1310
hsa-mir-630,Lung Neoplasms,yes,1244,1308
hsa-mir-622,Glioma,yes,1240,1322
hsa-mir-30a,Osteosarcoma,yes,1089,1305
hsa-mir-524,Melanoma,yes,1216,1347
hsa-mir-93,Glioma,yes,1286,1322
hsa-mir-98,Melanoma,yes,1295,1347
hsa-mir-874,Breast Neoplasms,yes,1273,1303
hsa-mir-217,Osteosarcoma,yes,1045,1305
hsa-mir-382,Osteosarcoma,yes,1149,1305
hsa-mir-132,Pituitary Neoplasms,yes,936,1369
hsa-mir-16,Pituitary Neoplasms,yes,974,1369
hsa-mir-146a,Osteoarthritis,yes,960,1403
hsa-mir-152,Neoplasms,yes,966,1299
hsa-mir-199a,"Carcinoma, Hepatocellular",yes,1013,1310
hsa-mir-545,"Carcinoma, Pancreatic Ductal",yes,1221,1577
hsa-mir-134,Brain Ischemia,yes,942,1578
hsa-mir-185,Breast Neoplasms,yes,990,1303
hsa-mir-140,Esophageal Neoplasms,yes,954,1351
hsa-mir-143,Lung Neoplasms,yes,957,1308
hsa-mir-183,Stomach Neoplasms,yes,988,1307
hsa-mir-155,Prostatic Neoplasms,yes,971,1339
hsa-mir-26b,Hepatitis B,yes,1065,1556
hsa-mir-100,Pancreatic Neoplasms,yes,878,1315
hsa-mir-410,Retinal Degeneration,yes,1153,1500
hsa-mir-429,Prostatic Neoplasms,yes,1160,1339
hsa-mir-133b,Glioma,yes,941,1322
hsa-mir-455,Colorectal Neoplasms,yes,1172,1304
hsa-mir-30a,"Scleroderma, Systemic",yes,1089,1666
hsa-mir-96,Colorectal Neoplasms,yes,1294,1304
hsa-mir-129-1,Lung Neoplasms,yes,925,1308
hsa-mir-203,Stomach Neoplasms,yes,1026,1307
hsa-mir-193b,"Scleroderma, Systemic",yes,1001,1666
hsa-mir-646,Osteosarcoma,yes,1248,1305
hsa-mir-142,Breast Neoplasms,yes,956,1303
hsa-mir-940,Prostatic Neoplasms,yes,1290,1339
hsa-mir-492,Breast Neoplasms,yes,1183,1303
hsa-mir-124a,"Diabetes Mellitus, Type 2",yes,909,1399
hsa-mir-375,"Diabetes Mellitus, Type 2",yes,1141,1399
hsa-mir-194,Metabolic Diseases,yes,1002,1667
hsa-mir-200a,Liver Neoplasms,yes,1022,1313
hsa-mir-383,Neoplasms,yes,1150,1299
hsa-mir-132,Breast Neoplasms,yes,936,1303
hsa-mir-96,Esophageal Neoplasms,yes,1294,1351
hsa-mir-495,Atherosclerosis,yes,1186,1376
hsa-mir-144,Cholangiocarcinoma,yes,958,1326
hsa-mir-155,Lymphoma,yes,971,1417
hsa-mir-466,Adenoviridae Infections,yes,1173,1611
hsa-mir-21,Cardiomegaly,yes,1036,1370
hsa-mir-486,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",yes,1177,1440
hsa-mir-183,Esophageal Neoplasms,yes,988,1351
hsa-mir-196a,Head and Neck Neoplasms,yes,1006,1614
hsa-mir-106b,Mitochondrial Diseases,yes,890,1668
hsa-mir-143,"Rhinitis, Allergic",yes,957,1669
hsa-mir-103a,Stomach Neoplasms,yes,883,1307
hsa-mir-144,Non-alcoholic Fatty Liver Disease,yes,958,1481
hsa-mir-200a,"Thyroid Carcinoma, Anaplastic",yes,1022,1538
hsa-mir-33b,Osteosarcoma,yes,1120,1305
hsa-mir-185,Liver Diseases,yes,990,1465
hsa-mir-25,Lung Neoplasms,yes,1061,1308
hsa-mir-10a,"Cicatrix, Hypertrophic",yes,892,1597
hsa-mir-181c,"Cicatrix, Hypertrophic",yes,985,1597
hsa-mir-101,Stomach Neoplasms,yes,879,1307
hsa-mir-17,Ovarian Neoplasms,yes,977,1309
hsa-mir-302b,Ovarian Neoplasms,yes,1085,1309
hsa-mir-378,Liver Neoplasms,yes,1145,1313
hsa-mir-25,Uterine Cervical Neoplasms,yes,1061,1300
hsa-mir-377,Osteosarcoma,yes,1144,1305
hsa-mir-1246,"Carcinoma, Hepatocellular",yes,907,1310
hsa-mir-130a,Hepatitis B,yes,934,1556
hsa-mir-155,Liver Neoplasms,yes,971,1313
hsa-mir-142,Inflammation,yes,956,1564
hsa-mir-24,Inflammation,yes,1058,1564
hsa-mir-30b,Inflammation,yes,1090,1564
hsa-mir-29c,Pancreatic Neoplasms,yes,1078,1315
hsa-mir-511,"Carcinoma, Hepatocellular",yes,1202,1310
hsa-mir-26a,Atherosclerosis,yes,1062,1376
hsa-mir-101,"Diabetes, Gestational",yes,879,1670
hsa-mir-29b,Breast Neoplasms,yes,1075,1303
hsa-mir-148a,Inflammation,yes,962,1564
hsa-mir-1178,Pancreatic Neoplasms,yes,894,1315
hsa-mir-203a,Prostatic Neoplasms,yes,1027,1339
hsa-mir-210,Laryngeal Neoplasms,yes,1037,1415
hsa-mir-410,Pancreatic Neoplasms,yes,1153,1315
hsa-let-7a,Osteosarcoma,yes,862,1305
hsa-mir-32,"Carcinoma, Hepatocellular",yes,1098,1310
hsa-mir-362,"Carcinoma, Hepatocellular",yes,1131,1310
hsa-mir-204,"Lymphoma, B-Cell",yes,1028,1429
hsa-mir-503,Neoplasms,yes,1195,1299
hsa-mir-136,Keratitis,yes,948,1655
hsa-mir-329,Stomach Neoplasms,yes,1112,1307
hsa-mir-214,Heart Diseases,yes,1040,1321
hsa-mir-185,Diabetes Mellitus,yes,990,1379
hsa-mir-34a,Growth Hormone-Secreting Pituitary Adenoma,yes,1126,1541
hsa-mir-1182,Stomach Neoplasms,yes,896,1307
hsa-mir-182,"Carcinoma, Hepatocellular",yes,987,1310
hsa-mir-96,"Carcinoma, Hepatocellular",yes,1294,1310
hsa-mir-342,"Carcinoma, Non-Small-Cell Lung",yes,1123,1312
hsa-mir-29a,"Glomerulonephritis, IGA",yes,1074,1671
hsa-mir-346,Graves Disease,yes,1125,1672
hsa-mir-873,Glioblastoma,yes,1272,1301
hsa-mir-155,Kidney Diseases,yes,971,1518
hsa-mir-940,Breast Neoplasms,yes,1290,1303
hsa-mir-29a,"Colitis, Ulcerative",yes,1074,1428
hsa-mir-584,Glioma,yes,1227,1322
hsa-mir-10a,Glioma,yes,892,1322
hsa-let-7,Tuberculosis,yes,861,1562
hsa-mir-1271,"Carcinoma, Non-Small-Cell Lung",yes,919,1312
hsa-mir-1207,Esophageal Neoplasms,yes,898,1351
hsa-mir-181c,Breast Neoplasms,yes,985,1303
hsa-mir-138,Small Cell Lung Carcinoma,yes,950,1476
hsa-mir-23a,Prostatic Neoplasms,yes,1055,1339
hsa-mir-1236,"Carcinoma, Hepatocellular",yes,902,1310
hsa-mir-188,Prostatic Neoplasms,yes,993,1339
hsa-mir-129,"Carcinoma, Non-Small-Cell Lung",yes,924,1312
hsa-mir-212,Glioblastoma,yes,1039,1301
hsa-mir-137,Multiple Myeloma,yes,949,1368
hsa-mir-197,Multiple Myeloma,yes,1010,1368
hsa-mir-33b,Melanoma,yes,1120,1347
hsa-mir-491,Breast Neoplasms,yes,1182,1303
hsa-mir-24,"Carcinoma, Non-Small-Cell Lung",yes,1058,1312
hsa-mir-575,"Carcinoma, Non-Small-Cell Lung",yes,1224,1312
hsa-mir-125b,Inflammation,yes,914,1564
hsa-mir-143,Inflammation,yes,957,1564
hsa-mir-193b,Inflammation,yes,1001,1564
hsa-mir-320a,Atherosclerosis,yes,1100,1376
hsa-mir-664,Precursor Cell Lymphoblastic Leukemia-Lymphoma,yes,1256,1344
hsa-mir-124,"Spondylitis, Ankylosing",yes,903,1673
hsa-mir-494,Uterine Cervical Neoplasms,yes,1185,1300
hsa-mir-125b,Arteriosclerosis Obliterans,yes,914,1674
hsa-mir-182,Colorectal Neoplasms,yes,987,1304
hsa-mir-377,"Carcinoma, Hepatocellular",yes,1144,1310
hsa-mir-328,Melanoma,yes,1111,1347
hsa-mir-373,Uterine Cervical Neoplasms,yes,1138,1300
hsa-mir-130a,Breast Neoplasms,yes,934,1303
hsa-mir-155,"Angina, Unstable",yes,971,1675
hsa-mir-146b,Gallbladder Neoplasms,yes,961,1328
hsa-mir-30d,Prostatic Neoplasms,yes,1094,1339
hsa-mir-26b,Osteosarcoma,yes,1065,1305
hsa-mir-206,"Myasthenic Syndromes, Congenital",yes,1030,1676
hsa-mir-940,"Carcinoma, Pancreatic Ductal",yes,1290,1577
hsa-mir-155,"Hepatitis C, Chronic",yes,971,1677
hsa-mir-191,Osteosarcoma,yes,997,1305
hsa-mir-215,Colorectal Neoplasms,yes,1041,1304
hsa-mir-325,"Carcinoma, Non-Small-Cell Lung",yes,1109,1312
hsa-mir-183,Pancreatic Neoplasms,yes,988,1315
hsa-mir-411,"Carcinoma, Hepatocellular",yes,1154,1310
hsa-mir-522,Glioblastoma,yes,1215,1301
hsa-mir-423,Heart Failure,yes,1157,1318
hsa-mir-224,Meningioma,yes,1054,1453
hsa-mir-17,Atherosclerosis,yes,977,1376
hsa-mir-153,Osteosarcoma,yes,967,1305
hsa-mir-153,Breast Neoplasms,yes,967,1303
hsa-mir-31,Liver Neoplasms,yes,1096,1313
hsa-mir-183,Lung Neoplasms,yes,988,1308
hsa-mir-200,Lung Neoplasms,yes,1021,1308
hsa-mir-30c,Colorectal Neoplasms,yes,1091,1304
hsa-mir-152,Diabetic Retinopathy,yes,966,1508
hsa-mir-146a,Hepatitis B,yes,960,1556
hsa-mir-28,Ischemia,yes,1068,1575
hsa-mir-134,"Carcinoma, Renal Cell",yes,942,1324
hsa-mir-218,Myxoma,yes,1046,1678
hsa-mir-200a,"Carcinoma, Renal Cell",yes,1022,1324
hsa-mir-200b,"Diabetes Mellitus, Type 2",yes,1023,1399
hsa-mir-146b,Diabetes Mellitus,yes,961,1379
hsa-mir-509,"Carcinoma, Renal Cell",yes,1201,1324
hsa-mir-520a,"Carcinoma, Hepatocellular",yes,1210,1310
hsa-let-7g,Follicular Atresia,yes,873,1679
hsa-mir-93,Intervertebral Disc Degeneration,yes,1286,1335
hsa-mir-200a,Colorectal Neoplasms,yes,1022,1304
hsa-mir-191,Endometriosis,yes,997,1380
hsa-mir-494,"Carcinoma, Hepatocellular",yes,1185,1310
hsa-mir-142,Aneurysm,yes,956,1572
hsa-mir-429,"Carcinoma, Pancreatic Ductal",yes,1160,1577
hsa-mir-489,"Carcinoma, Non-Small-Cell Lung",yes,1180,1312
hsa-mir-139,Neoplasms,yes,953,1299
hsa-mir-30,Glioma,yes,1079,1322
hsa-mir-30d,"Carcinoma, Non-Small-Cell Lung",yes,1094,1312
hsa-mir-34c,Endometrial Neoplasms,yes,1128,1362
hsa-mir-506,Stomach Neoplasms,yes,1198,1307
hsa-mir-107,Triple Negative Breast Neoplasms,yes,891,1398
hsa-mir-199a,Glioma,yes,1013,1322
hsa-mir-192,Hirschsprung Disease,yes,998,1432
hsa-mir-215,Hirschsprung Disease,yes,1041,1432
hsa-mir-375,Neuroblastoma,yes,1141,1302
hsa-mir-217,Stomach Neoplasms,yes,1045,1307
hsa-mir-155,Down Syndrome,yes,971,1524
hsa-mir-203,Oral Submucous Fibrosis,yes,1026,1680
hsa-mir-181b,Retinoblastoma,yes,982,1348
hsa-mir-1,Stomach Neoplasms,yes,875,1307
